-1.151250243073465018e+00 -7.978138699124130984e-01
-3.116380295770799225e-01 -1.202854031328117745e+00
-1.435288787840059088e+00 1.060840543569539773e-01
-4.106966813911443470e-01 -1.288646149857475942e+00
1.204477253417418403e+00 9.770195099590609500e-01
-1.201883140698632779e+00 5.614409205973094341e-01
-2.477326194984461882e-01 -1.186366899290734578e+00
-9.630276258219907515e-01 1.251216602622518437e+00
1.445578783026724157e+00 -1.609819237593389518e-01
6.640245143201589650e-01 1.038178930200817751e+00
1.359948574029669066e+00 2.378984636801305397e-01
-1.267390518949546463e+00 6.875582954661269008e-01
-1.093374185465468384e+00 9.261877025106186601e-01
1.593036417027139828e+00 3.578415132666127874e-01
-4.420001179691511739e-01 1.267828931662953407e+00
1.454502316534713069e+00 -9.044433547620568670e-02
1.485545490505981059e+00 1.411636665455802409e-01
-1.416890762521104463e+00 2.174868691610704341e-01
1.464698790272240370e+00 -2.350630651511263214e-01
1.299829194125327936e+00 -3.080812459320968477e-01
-1.768830166750439803e+00 1.944332614962137884e-01
-1.752590914509687403e+00 -1.241269699305549978e-01
8.109873270516061439e-01 1.047914148072962126e+00
1.230673883659184620e+00 8.846676387187677459e-01
-1.414132927874574674e+00 -5.150701521980546316e-01
1.654906343647143840e+00 4.126045620060837804e-02
-1.695861068703191643e+00 2.601701568961342081e-01
1.402448170752212286e+00 2.143934734027297118e-01
-1.518967952829782808e+00 -4.972807609018521924e-01
-1.145874872707864478e+00 -5.981046608242385210e-01
-1.285164650112555984e+00 8.697222595720762728e-01
-1.577029398543203120e+00 6.912507785701849095e-03
-1.369057571118217354e-01 -1.345707590169596735e+00
-1.536584468187643715e+00 5.152479710991649808e-01
-4.937456226154683936e-01 1.327369071353157626e+00
1.646277368066371816e+00 5.071557925995218152e-01
-3.194191578303463008e-01 1.400501163559989770e+00
-4.625703720912222594e-01 -1.393149170188274555e+00
-8.144576652963816943e-02 1.476420769243528053e+00
-8.550033017356685194e-01 -1.258277436138635519e+00
1.737965643343841959e+00 -2.647539805392290502e-01
-2.838400058872834197e-01 -1.417780892665523540e+00
-9.518423423938211503e-01 8.673423670592921297e-01
1.559242678964040119e+00 -4.351842192602490833e-01
-7.416154856802907869e-01 -1.197674288700084411e+00
-1.557654043184604875e+00 3.177381576157257692e-01
1.522253520085535383e+00 1.070809483472006662e-01
2.818063572723193966e-01 -1.270093152793638769e+00
-1.304088040625228651e+00 6.350936520110080918e-01
7.592769934789794783e-01 -1.133978709837791143e+00
-1.299028758992404109e+00 5.236013027640722406e-01
1.259339791518248930e+00 3.254779033496154605e-01
1.390837695015713527e+00 5.870327131238489704e-01
-2.455125060153438565e-01 1.344038582468712661e+00
-6.995805029534595265e-01 -1.272273062306659153e+00
4.590664037605022840e-01 -1.219080626587727645e+00
-6.867822652630243274e-01 1.030585264967437187e+00
1.563472480570807566e+00 3.550757145518467772e-01
1.081274822452872764e+00 7.648027693598069554e-01
-1.707788665267748529e+00 2.123026436885274704e-01
-2.260915234011657837e-01 1.372074446745687348e+00
1.246703625094454759e+00 9.669392593381352929e-01
3.299541159370427135e-01 1.519766768742599528e+00
1.462678963107922447e+00 2.549888557839543046e-01
1.430085526647848493e+00 8.315628787548219325e-01
-1.380037909820392095e+00 7.161146060118368517e-01
1.264013646733453067e+00 4.947623717539403887e-01
9.810661966064916362e-01 8.271879948127274229e-01
1.387609552620562070e+00 3.835443510440383896e-01
-4.207768395045023424e-01 1.274116234960592564e+00
1.463348149328584258e+00 -3.545735947801965660e-01
1.249070398382910341e+00 -8.922432765272746424e-01
1.575236997314118925e+00 1.942744611987100301e-01
-8.677530558373323100e-01 1.192706148003877420e+00
-2.160052600477952167e-01 1.462802025838916054e+00
5.374819275359018489e-01 1.228645806546660557e+00
1.348304208216514755e-01 1.450442602431845307e+00
1.077628862690519718e+00 -7.098702607110103369e-01
1.021405449140342370e+00 -1.007035961873836705e+00
1.104466991249256902e-01 1.281800577900086280e+00
-7.845182148752777307e-01 9.652079431869672321e-01
-1.196674678372434242e+00 9.291672067424543435e-01
-1.273007308149109174e-01 -1.320613228964446551e+00
-1.617545927891641533e+00 4.054775394301938229e-01
1.432388005454940938e+00 -5.630612184887691107e-01
-1.247204875997194096e+00 -6.200245590517978744e-01
-5.398830892307887597e-01 1.230640709218856266e+00
-1.154109322708653185e+00 -6.452803460587775986e-01
-1.236339219409624546e+00 9.217669715863348046e-01
-4.564752297539727000e-01 1.385787586941014116e+00
-6.236075283995561325e-01 -1.284174086413234050e+00
1.048748738579436957e+00 1.112023987418902404e+00
-1.470584466445351568e+00 -1.202051075499328825e-01
9.229341700914535096e-01 -8.726412780811874104e-01
1.735325135629228521e+00 -1.385361072415119410e-01
5.344998649171635308e-02 1.195821331448155833e+00
-4.140742992063692895e-01 -1.470711669891122231e+00
-7.762292308065057433e-01 1.194875746017611373e+00
-3.567886855566007598e-01 -1.423271116686963822e+00
2.031274836862294320e-01 -1.338286702484486446e+00
-1.302411770070723618e+00 3.576449594184061276e-01
1.592241545375996603e+00 -3.615093839284529847e-02
-7.212501067532225418e-01 -1.180532114653102926e+00
1.232322480687924271e+00 7.659110746610876541e-01
-1.795803638284647341e-01 1.301895863990026436e+00
-1.467581332873758582e+00 4.641024527654711296e-01
8.688046891617925982e-02 1.361967204441657975e+00
1.001153578173653580e+00 -7.956308149981360378e-01
3.008984168963255712e-01 -1.369840591695313359e+00
-1.295063955211869455e+00 -9.922215124003588294e-01
-1.331432506324456089e+00 9.485388347859574631e-01
-1.349355853833584584e+00 -2.021567296930267266e-01
-9.525226545025996527e-01 -7.881211858022421080e-01
7.478642396242820567e-01 -1.170513071639743163e+00
-1.548021614797654655e+00 6.459996070067841600e-01
1.579074154486136861e+00 -1.668804426279515696e-01
-1.396696750425630462e+00 2.927618027338219631e-01
-1.362977096458735327e+00 1.119960780171865011e-01
-8.229601604704078754e-01 -1.055118950179378734e+00
-4.611504075207240594e-01 1.108259680146706172e+00
1.193722559758836121e+00 1.044980434453805396e+00
1.633428789652495272e+00 5.323975968729196540e-01
5.920325918854578706e-01 1.144533640079847148e+00
-1.128189200474991605e+00 -1.114145391390161999e+00
-1.650753920002723474e+00 1.995453872070121759e-01
1.131845481441610568e+00 7.024013979775161065e-01
1.354904661853717052e+00 6.925379504304129963e-01
1.055107532354704558e+00 7.468820113270167038e-01
1.464703649724565349e+00 -6.618318681574884010e-01
1.516551797427551529e+00 -2.918118024767267782e-01
3.465587506369647852e-01 -1.427343000619488267e+00
2.448602276474026174e-01 -1.488740269166077379e+00
-7.460244945337385358e-01 1.288017947106031125e+00
-1.044565233195533294e+00 -1.102096136640864810e+00
-1.619071693009689561e+00 2.048794739903354589e-01
1.609679811774410163e-02 -1.446385715936742367e+00
-7.672546530551468402e-01 1.049777509868604852e+00
1.234679563875857866e+00 3.918934846147676954e-01
1.713248677891739735e+00 8.307412674706750322e-02
1.260637180901184262e+00 -4.109114213560008388e-01
1.681225499193297335e+00 1.065394763597738714e-01
1.150989784739532729e+00 8.186915793757753024e-01
-1.228637900377878234e+00 -6.494397528272957132e-01
-1.504138969110019763e+00 -3.863503178324894649e-01
-1.400858565528697142e+00 -1.053527132772974495e-01
-1.340366182347349611e+00 2.364392868194755137e-01
6.936307379954751440e-01 1.236694049558907160e+00
-1.246596063701705281e+00 9.435121969569015832e-01
-2.924567730381251451e-02 1.227851278102849664e+00
1.102322842316964646e+00 -1.088717405645829306e+00
1.263007260069212379e+00 3.134403753367600576e-01
1.557616995109384783e+00 -7.151741875955192063e-02
1.284617691961080110e+00 -9.806880351119974248e-01
1.304291941933502175e+00 -1.222101085126942321e-01
-9.924722081409766972e-01 1.159510492455039010e+00
-1.590837721989866393e+00 -3.196477736496077804e-01
-1.321542772817501765e+00 -7.585889080601927459e-01
1.080973007896553373e+00 -8.422965981608642183e-01
5.679462146478431173e-01 1.124042769183505097e+00
-1.410150524786656145e+00 3.606720798714485587e-01
1.314748086502614211e+00 -4.580558143124279225e-01
-5.629880616519368219e-01 1.220863618983351273e+00
1.400323626522948173e+00 8.662878975166432571e-01
4.608527150694569086e-02 1.313215307237178386e+00
6.521241814334055586e-01 -1.220911062940367886e+00
-1.099338987476138479e-01 1.385323204957925602e+00
1.363251256623847052e+00 7.256429446876085931e-01
1.454694550297964017e+00 1.033931094558709629e-01
1.409821282044373403e+00 4.139852835128165487e-01
1.255083777647847398e+00 3.370308058648431304e-01
1.508192746005766471e+00 3.272725958953567882e-01
